Transition(state=array([-0.5513977]), action=1, next_state=array([-0.38281483]), reward=-0.38281482779787934)
Transition(state=array([ 0.03538631]), action=0, next_state=array([ 0.00716102]), reward=-0.0071610233794472955)
Transition(state=array([ 0.00716102]), action=0, next_state=array([-0.05577289]), reward=-0.05577289264310975)
Transition(state=array([-0.05577289]), action=0, next_state=array([-0.11214652]), reward=-0.11214652476067277)
Transition(state=array([-0.11214652]), action=1, next_state=array([-0.08691536]), reward=-0.08691536203154551)
Transition(state=array([-0.08691536]), action=0, next_state=array([-0.13711925]), reward=-0.13711925141964662)
Transition(state=array([-0.13711925]), action=1, next_state=array([-0.03021836]), reward=-0.030218359433128394)
Transition(state=array([-0.03021836]), action=0, next_state=array([-0.04255415]), reward=-0.042554151466467516)
Transition(state=array([-0.04255415]), action=0, next_state=array([-0.04383745]), reward=-0.04383745189608027)
Transition(state=array([-0.04383745]), action=0, next_state=array([-0.03916873]), reward=-0.039168729472411866)
Transition(state=array([-0.03916873]), action=0, next_state=array([-0.09936722]), reward=-0.09936722353582758)
Transition(state=array([-0.09936722]), action=0, next_state=array([-0.10348044]), reward=-0.10348044198338618)
Transition(state=array([-0.10348044]), action=1, next_state=array([ 0.06631515]), reward=-0.06631514537630856)
Transition(state=array([ 0.06631515]), action=0, next_state=array([ 0.07439921]), reward=-0.07439921445061345)
Transition(state=array([ 0.07439921]), action=0, next_state=array([ 0.10717923]), reward=-0.10717922889766676)
Transition(state=array([ 0.10717923]), action=2, next_state=array([-0.04069936]), reward=-0.04069935643475611)
Transition(state=array([-0.04069936]), action=0, next_state=array([-0.02006377]), reward=-0.020063769377904488)
Transition(state=array([-0.02006377]), action=0, next_state=array([ 0.04594461]), reward=-0.045944608854355425)
Transition(state=array([ 0.04594461]), action=0, next_state=array([-0.03663423]), reward=-0.036634229950599805)
Transition(state=array([-0.55235845]), action=1, next_state=array([-0.43460323]), reward=-0.4346032287142597)
Transition(state=array([-0.43460323]), action=1, next_state=array([-0.4138053]), reward=-0.41380530256886605)
Transition(state=array([-0.4138053]), action=1, next_state=array([-0.37583141]), reward=-0.3758314140015332)
Transition(state=array([-0.37583141]), action=1, next_state=array([-0.2644846]), reward=-0.2644845963967156)
Transition(state=array([-0.2644846]), action=1, next_state=array([-0.10131308]), reward=-0.10131308349542281)
Transition(state=array([-0.10131308]), action=1, next_state=array([ 0.0216434]), reward=-0.02164339924665544)
Transition(state=array([ 0.0216434]), action=0, next_state=array([-0.07655554]), reward=-0.07655553827312232)
Transition(state=array([-0.07655554]), action=0, next_state=array([-0.06545036]), reward=-0.06545036148469999)
Transition(state=array([-0.06545036]), action=0, next_state=array([-0.09189569]), reward=-0.09189569452985683)
Transition(state=array([-0.09189569]), action=0, next_state=array([-0.11391419]), reward=-0.11391419320244756)
Transition(state=array([-0.11391419]), action=1, next_state=array([ 0.08341188]), reward=-0.0834118759146447)
Transition(state=array([ 0.08341188]), action=0, next_state=array([ 0.04054507]), reward=-0.040545065445141255)
Transition(state=array([ 0.04054507]), action=0, next_state=array([ 0.01042799]), reward=-0.010427991504556273)
Transition(state=array([ 0.01042799]), action=0, next_state=array([-0.03312798]), reward=-0.03312797532329004)
Transition(state=array([-0.03312798]), action=0, next_state=array([-0.06582408]), reward=-0.06582407536249898)
Transition(state=array([-0.06582408]), action=0, next_state=array([-0.11311495]), reward=-0.11311495134430241)
Transition(state=array([-0.11311495]), action=1, next_state=array([-0.04230478]), reward=-0.04230477939899854)
Transition(state=array([-0.04230478]), action=0, next_state=array([-0.05385591]), reward=-0.05385591028736429)
Transition(state=array([-0.05385591]), action=0, next_state=array([-0.06989571]), reward=-0.06989571440594897)
Transition(state=array([-0.06989571]), action=0, next_state=array([-0.04583001]), reward=-0.04583001498887748)
Transition(state=array([-0.04583001]), action=0, next_state=array([-0.13204922]), reward=-0.13204921719917526)
Transition(state=array([-0.13204922]), action=1, next_state=array([-0.10350816]), reward=-0.10350816296783635)
Transition(state=array([-0.10350816]), action=1, next_state=array([ 0.03152211]), reward=-0.03152210793936941)
Transition(state=array([ 0.03152211]), action=0, next_state=array([ 0.09064741]), reward=-0.09064741403952742)
Transition(state=array([ 0.09064741]), action=0, next_state=array([ 0.16103732]), reward=-0.1610373162422758)
Transition(state=array([ 0.16103732]), action=2, next_state=array([ 0.08542663]), reward=-0.08542662765359721)
Transition(state=array([ 0.08542663]), action=0, next_state=array([-0.00619876]), reward=-0.006198761521511206)
Transition(state=array([-0.00619876]), action=0, next_state=array([ 0.04908759]), reward=-0.04908758689229588)
Transition(state=array([ 0.04908759]), action=0, next_state=array([ 0.13888818]), reward=-0.13888818357528593)
Transition(state=array([ 0.13888818]), action=2, next_state=array([-0.00574583]), reward=-0.005745834211500794)
Transition(state=array([-0.00574583]), action=0, next_state=array([-0.0435127]), reward=-0.043512695811733414)
Transition(state=array([-0.0435127]), action=0, next_state=array([-0.03363596]), reward=-0.03363595773524564)
Transition(state=array([-0.03363596]), action=0, next_state=array([-0.09837637]), reward=-0.09837637383690934)
Transition(state=array([-0.09837637]), action=0, next_state=array([-0.14066077]), reward=-0.14066076971639124)
Transition(state=array([-0.14066077]), action=1, next_state=array([-0.1064547]), reward=-0.10645470286711575)
Transition(state=array([-0.1064547]), action=1, next_state=array([ 0.04076628]), reward=-0.04076627604122397)
Transition(state=array([ 0.04076628]), action=0, next_state=array([-0.00491441]), reward=-0.004914409043751719)
Transition(state=array([-0.00491441]), action=0, next_state=array([-0.08819691]), reward=-0.08819690943841753)
Transition(state=array([-0.08819691]), action=0, next_state=array([-0.02724814]), reward=-0.02724813707160051)
Transition(state=array([-0.02724814]), action=0, next_state=array([-0.05454844]), reward=-0.05454843550597856)
Transition(state=array([-0.05454844]), action=0, next_state=array([-0.08212996]), reward=-0.08212996472925195)
Transition(state=array([-0.08212996]), action=0, next_state=array([-0.11383409]), reward=-0.11383409446804182)
Transition(state=array([-0.11383409]), action=1, next_state=array([ 0.01809198]), reward=-0.018091977623481525)
Transition(state=array([ 0.01809198]), action=0, next_state=array([ 0.01474183]), reward=-0.014741828898633657)
Transition(state=array([ 0.01474183]), action=0, next_state=array([ 0.09003268]), reward=-0.09003267656808847)
Transition(state=array([ 0.09003268]), action=0, next_state=array([ 0.06958113]), reward=-0.06958112845832183)
Transition(state=array([ 0.06958113]), action=0, next_state=array([-0.01036451]), reward=-0.010364506598392428)
Transition(state=array([-0.01036451]), action=0, next_state=array([-0.00624937]), reward=-0.0062493697061597655)
Transition(state=array([-0.00624937]), action=0, next_state=array([ 0.0120677]), reward=-0.012067703415442546)
Transition(state=array([ 0.0120677]), action=0, next_state=array([ 0.01299889]), reward=-0.012998885859514189)
Transition(state=array([ 0.01299889]), action=0, next_state=array([-0.06054715]), reward=-0.06054714727628583)
Transition(state=array([-0.06054715]), action=0, next_state=array([-0.05383638]), reward=-0.05383637603417666)
Transition(state=array([-0.05383638]), action=0, next_state=array([ 0.00219391]), reward=-0.002193908475541906)
Transition(state=array([ 0.00219391]), action=0, next_state=array([ 0.08280383]), reward=-0.08280383117238782)
Transition(state=array([ 0.08280383]), action=0, next_state=array([ 0.00419819]), reward=-0.004198187569126696)
Transition(state=array([ 0.00419819]), action=0, next_state=array([-0.02637163]), reward=-0.02637162883604817)
Transition(state=array([-0.02637163]), action=0, next_state=array([-0.05732176]), reward=-0.057321759583004644)
Transition(state=array([-0.05732176]), action=0, next_state=array([-0.02583937]), reward=-0.025839369301138143)
Transition(state=array([-0.02583937]), action=0, next_state=array([ 0.03130275]), reward=-0.031302753275269886)
Transition(state=array([ 0.03130275]), action=0, next_state=array([ 0.01009794]), reward=-0.010097938190554982)
Transition(state=array([ 0.01009794]), action=0, next_state=array([-0.00297949]), reward=-0.002979489421173317)
Transition(state=array([-0.00297949]), action=0, next_state=array([-0.06240188]), reward=-0.06240188309872856)
Transition(state=array([-0.06240188]), action=0, next_state=array([-0.07710848]), reward=-0.07710847503585558)
Transition(state=array([-0.07710848]), action=0, next_state=array([ 0.01056668]), reward=-0.010566681150029955)
Transition(state=array([ 0.01056668]), action=0, next_state=array([-0.03602897]), reward=-0.03602896738303808)
Transition(state=array([-0.03602897]), action=0, next_state=array([ 0.03295042]), reward=-0.0329504243909336)
Transition(state=array([ 0.03295042]), action=0, next_state=array([-0.00208323]), reward=-0.002083234728046071)
Transition(state=array([-0.00208323]), action=0, next_state=array([-0.04883484]), reward=-0.04883483689469247)
Transition(state=array([-0.04883484]), action=0, next_state=array([-0.10110383]), reward=-0.10110383093979008)
Transition(state=array([-0.10110383]), action=1, next_state=array([ 0.00889562]), reward=-0.008895615369892307)
Transition(state=array([ 0.00889562]), action=0, next_state=array([-0.08903625]), reward=-0.08903624502175093)
Transition(state=array([-0.08903625]), action=0, next_state=array([-0.16967867]), reward=-0.1696786708713814)
Transition(state=array([-0.16967867]), action=1, next_state=array([-0.00458419]), reward=-0.0045841865479071126)
Transition(state=array([-0.00458419]), action=0, next_state=array([ 0.08887249]), reward=-0.08887249304174703)
Transition(state=array([ 0.08887249]), action=0, next_state=array([ 0.133129]), reward=-0.13312900446317033)
Transition(state=array([ 0.133129]), action=2, next_state=array([-0.00711485]), reward=-0.007114853985771816)
Transition(state=array([-0.00711485]), action=0, next_state=array([ 0.07114031]), reward=-0.071140311094453)
Transition(state=array([ 0.07114031]), action=0, next_state=array([ 0.12972699]), reward=-0.12972699134127477)
Transition(state=array([ 0.12972699]), action=2, next_state=array([ 0.09470171]), reward=-0.09470171450934195)
Transition(state=array([ 0.09470171]), action=0, next_state=array([ 0.02537999]), reward=-0.025379989785643195)
Transition(state=array([ 0.02537999]), action=0, next_state=array([-0.04809161]), reward=-0.04809161354626726)
Transition(state=array([-0.04809161]), action=0, next_state=array([ 0.00198761]), reward=-0.0019876114779392162)
Transition(state=array([ 0.00198761]), action=0, next_state=array([-0.07934755]), reward=-0.07934754537723668)
Transition(state=array([-0.07934755]), action=0, next_state=array([-0.1791767]), reward=-0.17917670443306694)
Transition(state=array([-0.1791767]), action=1, next_state=array([-0.16003814]), reward=-0.1600381437600695)
Transition(state=array([-0.16003814]), action=1, next_state=array([ 0.0192235]), reward=-0.01922350372326244)
Transition(state=array([ 0.0192235]), action=0, next_state=array([-0.06013794]), reward=-0.06013794042398189)
Transition(state=array([-0.06013794]), action=0, next_state=array([-0.03344333]), reward=-0.03344333151020014)
Transition(state=array([-0.03344333]), action=0, next_state=array([ 0.00753723]), reward=-0.007537228961302711)
Transition(state=array([ 0.00753723]), action=0, next_state=array([-0.04646461]), reward=-0.04646460577989393)
Transition(state=array([-0.04646461]), action=0, next_state=array([-0.11048764]), reward=-0.11048764081503826)
Transition(state=array([-0.11048764]), action=1, next_state=array([ 0.04018159]), reward=-0.040181591829600245)
Transition(state=array([ 0.04018159]), action=0, next_state=array([ 0.0754253]), reward=-0.07542529636428569)
Transition(state=array([ 0.0754253]), action=0, next_state=array([ 0.00858461]), reward=-0.008584607248126555)
Transition(state=array([ 0.00858461]), action=0, next_state=array([-0.0140465]), reward=-0.014046503783472119)
Transition(state=array([-0.0140465]), action=0, next_state=array([-0.03866442]), reward=-0.03866441737914775)
Transition(state=array([-0.03866442]), action=0, next_state=array([-0.03152006]), reward=-0.03152006366685976)
Transition(state=array([-0.03152006]), action=0, next_state=array([-0.12734347]), reward=-0.12734347106714894)
Transition(state=array([-0.12734347]), action=1, next_state=array([ 0.07029356]), reward=-0.07029355936059943)
Transition(state=array([ 0.07029356]), action=0, next_state=array([ 0.17013039]), reward=-0.17013038537941158)
Transition(state=array([ 0.17013039]), action=2, next_state=array([ 0.15150201]), reward=-0.1515020051250409)
Transition(state=array([ 0.15150201]), action=2, next_state=array([ 0.03431008]), reward=-0.03431007820494261)
Transition(state=array([ 0.03431008]), action=0, next_state=array([ 0.01352733]), reward=-0.013527334060381185)
Transition(state=array([ 0.01352733]), action=0, next_state=array([ 0.09737505]), reward=-0.09737505196485009)
