Transition(state=array([ 0.14800801, -0.50084984]), action=3, next_state=array([-0.01572656, -0.55180145]), reward=-0.5518014543660551)
Transition(state=array([ 0.18655591, -0.094759  ]), action=2, next_state=array([ 0.18242646, -0.06579206]), reward=-0.1824264576605125)
Transition(state=array([ 0.18242646, -0.06579206]), action=2, next_state=array([-0.11550604,  0.09166445]), reward=-0.11550603811020879)
Transition(state=array([-0.11550604,  0.09166445]), action=1, next_state=array([-0.03997237,  0.24663995]), reward=-0.24663994979526938)
Transition(state=array([-0.03997237,  0.24663995]), action=4, next_state=array([0.15628878, 0.08131372]), reward=-0.15628878158435322)
Transition(state=array([0.15628878, 0.08131372]), action=2, next_state=array([0.11156288, 0.17965689]), reward=-0.17965689417532504)
Transition(state=array([0.11156288, 0.17965689]), action=4, next_state=array([ 0.1837114 , -0.08321816]), reward=-0.18371139657770186)
Transition(state=array([ 0.1837114 , -0.08321816]), action=2, next_state=array([ 0.13687744, -0.06416401]), reward=-0.13687743995231944)
Transition(state=array([ 0.13687744, -0.06416401]), action=2, next_state=array([ 0.1264595 , -0.19582574]), reward=-0.195825735723881)
Transition(state=array([ 0.1264595 , -0.19582574]), action=3, next_state=array([ 0.1487149 , -0.08433384]), reward=-0.14871490050085054)
Transition(state=array([ 0.1487149 , -0.08433384]), action=2, next_state=array([-0.0728664 , -0.00670081]), reward=-0.07286639942618)
Transition(state=array([-0.0728664 , -0.00670081]), action=1, next_state=array([ 0.13604703, -0.10874507]), reward=-0.1360470312888129)
Transition(state=array([ 0.13604703, -0.10874507]), action=3, next_state=array([0.11842548, 0.10779923]), reward=-0.11842547627125714)
Transition(state=array([0.11842548, 0.10779923]), action=4, next_state=array([ 0.16151742, -0.00338632]), reward=-0.1615174153048274)
Transition(state=array([ 0.16151742, -0.00338632]), action=2, next_state=array([0.05875029, 0.06148934]), reward=-0.06148933890205743)
Transition(state=array([0.05875029, 0.06148934]), action=0, next_state=array([ 0.11731765, -0.12413185]), reward=-0.12413184580616946)
Transition(state=array([ 0.11731765, -0.12413185]), action=3, next_state=array([ 0.00690046, -0.19125636]), reward=-0.19125636395394593)
Transition(state=array([ 0.00690046, -0.19125636]), action=3, next_state=array([ 0.19243176, -0.00767757]), reward=-0.1924317624698353)
Transition(state=array([ 0.19243176, -0.00767757]), action=2, next_state=array([ 0.01709192, -0.03782739]), reward=-0.037827390415228646)
Transition(state=array([ 0.01709192, -0.03782739]), action=1, next_state=array([-0.03437117,  0.09061674]), reward=-0.09061673849107707)
Transition(state=array([-0.03437117,  0.09061674]), action=1, next_state=array([0.1239101 , 0.10507479]), reward=-0.12391010257260168)
Transition(state=array([0.1239101 , 0.10507479]), action=4, next_state=array([-0.04312132, -0.17771121]), reward=-0.17771121209310256)
Transition(state=array([-0.04312132, -0.17771121]), action=1, next_state=array([-0.10084626, -0.30944942]), reward=-0.30944941774621754)
Transition(state=array([-0.10084626, -0.30944942]), action=3, next_state=array([ 0.03955449, -0.06986723]), reward=-0.06986722568585751)
Transition(state=array([ 0.03955449, -0.06986723]), action=1, next_state=array([ 0.18938663, -0.09055383]), reward=-0.18938663295904937)
Transition(state=array([ 0.18938663, -0.09055383]), action=2, next_state=array([0.24598089, 0.04208949]), reward=-0.24598088914802987)
Transition(state=array([0.24598089, 0.04208949]), action=2, next_state=array([0.00837308, 0.13195811]), reward=-0.13195811184868467)
Transition(state=array([0.00837308, 0.13195811]), action=4, next_state=array([-0.01113933, -0.07000391]), reward=-0.07000390711273882)
Transition(state=array([-0.01113933, -0.07000391]), action=1, next_state=array([ 0.00259268, -0.12246072]), reward=-0.12246072179089279)
Transition(state=array([ 0.00259268, -0.12246072]), action=1, next_state=array([ 0.2059848 , -0.05394745]), reward=-0.20598480459258656)
Transition(state=array([ 0.2059848 , -0.05394745]), action=2, next_state=array([0.30326133, 0.07764009]), reward=-0.30326132594828703)
Transition(state=array([0.30326133, 0.07764009]), action=2, next_state=array([0.12908433, 0.08500767]), reward=-0.1290843339323993)
Transition(state=array([0.12908433, 0.08500767]), action=2, next_state=array([ 0.15178596, -0.03065219]), reward=-0.15178596283845033)
Transition(state=array([ 0.15178596, -0.03065219]), action=2, next_state=array([0.07079593, 0.0886513 ]), reward=-0.0886512987510872)
Transition(state=array([0.07079593, 0.0886513 ]), action=4, next_state=array([0.10619825, 0.14393931]), reward=-0.14393930927273432)
Transition(state=array([0.10619825, 0.14393931]), action=4, next_state=array([-0.00850723, -0.11152329]), reward=-0.11152328663744102)
Transition(state=array([-0.00850723, -0.11152329]), action=1, next_state=array([ 0.11733301, -0.06088544]), reward=-0.11733300590374199)
Transition(state=array([ 0.11733301, -0.06088544]), action=0, next_state=array([-0.02736106, -0.17279692]), reward=-0.17279691985461315)
Transition(state=array([-0.02736106, -0.17279692]), action=1, next_state=array([-0.02848184, -0.28022164]), reward=-0.28022164322814175)
Transition(state=array([-0.02848184, -0.28022164]), action=3, next_state=array([-0.21629083, -0.34098114]), reward=-0.34098114143412994)
Transition(state=array([-0.21629083, -0.34098114]), action=1, next_state=array([-0.18000619, -0.34640708]), reward=-0.3464070755062825)
Transition(state=array([-0.18000619, -0.34640708]), action=3, next_state=array([-0.09306157, -0.08282486]), reward=-0.09306157176078654)
Transition(state=array([-0.09306157, -0.08282486]), action=1, next_state=array([ 0.0712749 , -0.18193916]), reward=-0.18193915664943283)
Transition(state=array([ 0.0712749 , -0.18193916]), action=3, next_state=array([ 0.02023606, -0.20128079]), reward=-0.20128079166504495)
Transition(state=array([ 0.02023606, -0.20128079]), action=3, next_state=array([ 0.19546704, -0.1614096 ]), reward=-0.19546704454502745)
Transition(state=array([ 0.19546704, -0.1614096 ]), action=2, next_state=array([-0.09699156, -0.26131795]), reward=-0.26131795186538664)
Transition(state=array([-0.09699156, -0.26131795]), action=1, next_state=array([-0.12021425, -0.07586901]), reward=-0.12021425167504565)
Transition(state=array([-0.12021425, -0.07586901]), action=1, next_state=array([-0.13132635, -0.10711947]), reward=-0.13132635436470916)
Transition(state=array([-0.13132635, -0.10711947]), action=1, next_state=array([0.00544722, 0.02923028]), reward=-0.029230279417682498)
Transition(state=array([0.00544722, 0.02923028]), action=1, next_state=array([ 0.25456528, -0.03617554]), reward=-0.25456527889124714)
Transition(state=array([ 0.25456528, -0.03617554]), action=2, next_state=array([ 0.03159661, -0.10194314]), reward=-0.10194313809388987)
Transition(state=array([ 0.03159661, -0.10194314]), action=1, next_state=array([-0.0296766 , -0.08913975]), reward=-0.08913975423901986)
Transition(state=array([-0.0296766 , -0.08913975]), action=1, next_state=array([0.04698873, 0.11063588]), reward=-0.1106358830740888)
Transition(state=array([0.04698873, 0.11063588]), action=4, next_state=array([-0.08722308, -0.18554752]), reward=-0.1855475182628027)
Transition(state=array([-0.08722308, -0.18554752]), action=1, next_state=array([ 0.20217312, -0.27104858]), reward=-0.2710485821870978)
Transition(state=array([ 0.20217312, -0.27104858]), action=3, next_state=array([ 0.15555243, -0.25150407]), reward=-0.2515040655267181)
Transition(state=array([ 0.15555243, -0.25150407]), action=3, next_state=array([0.14771415, 0.02110908]), reward=-0.14771415410046473)
Transition(state=array([0.14771415, 0.02110908]), action=2, next_state=array([-0.07658407,  0.1090198 ]), reward=-0.10901979564868004)
Transition(state=array([-0.07658407,  0.1090198 ]), action=1, next_state=array([ 0.0275717, -0.0788421]), reward=-0.07884209514169581)
Transition(state=array([ 0.0275717, -0.0788421]), action=1, next_state=array([ 0.07030181, -0.15312231]), reward=-0.15312231037774102)
Transition(state=array([ 0.07030181, -0.15312231]), action=3, next_state=array([-0.04119876, -0.13457001]), reward=-0.134570012400238)
Transition(state=array([-0.04119876, -0.13457001]), action=1, next_state=array([-0.00834376, -0.15049585]), reward=-0.15049584799095894)
Transition(state=array([-0.00834376, -0.15049585]), action=1, next_state=array([ 0.16954963, -0.18949865]), reward=-0.1894986479591788)
Transition(state=array([ 0.16954963, -0.18949865]), action=3, next_state=array([ 0.15135451, -0.26641954]), reward=-0.26641954072234986)
Transition(state=array([ 0.15135451, -0.26641954]), action=3, next_state=array([0.27257867, 0.00129065]), reward=-0.2725786736633591)
Transition(state=array([0.27257867, 0.00129065]), action=2, next_state=array([0.0446133 , 0.05577779]), reward=-0.05577779243181773)
Transition(state=array([0.0446133 , 0.05577779]), action=0, next_state=array([0.12534867, 0.12520352]), reward=-0.12534867102944208)
Transition(state=array([-0.45515376,  0.32927819]), action=1, next_state=array([-0.16748105,  0.17704758]), reward=-0.1770475829200218)
Transition(state=array([-0.16748105,  0.17704758]), action=1, next_state=array([-0.14691422,  0.358624  ]), reward=-0.3586240005759823)
Transition(state=array([-0.14691422,  0.358624  ]), action=4, next_state=array([-0.30118667,  0.21619657]), reward=-0.3011866689900651)
Transition(state=array([-0.30118667,  0.21619657]), action=1, next_state=array([-0.29589374,  0.19050004]), reward=-0.29589374426718973)
Transition(state=array([-0.29589374,  0.19050004]), action=1, next_state=array([-0.27551604,  0.27749943]), reward=-0.2774994344704744)
Transition(state=array([-0.27551604,  0.27749943]), action=1, next_state=array([-0.11801926,  0.32147303]), reward=-0.32147303080391276)
Transition(state=array([-0.11801926,  0.32147303]), action=4, next_state=array([0.01996794, 0.2046816 ]), reward=-0.2046815953320508)
Transition(state=array([0.01996794, 0.2046816 ]), action=4, next_state=array([0.08064062, 0.16311787]), reward=-0.1631178738585399)
Transition(state=array([0.08064062, 0.16311787]), action=4, next_state=array([0.07030097, 0.20204174]), reward=-0.20204174027434005)
Transition(state=array([0.07030097, 0.20204174]), action=4, next_state=array([0.16700696, 0.14042235]), reward=-0.16700695649528152)
Transition(state=array([0.16700696, 0.14042235]), action=2, next_state=array([0.01639281, 0.03579458]), reward=-0.03579457712975616)
Transition(state=array([0.01639281, 0.03579458]), action=1, next_state=array([-0.03589618,  0.15354913]), reward=-0.153549134411767)
Transition(state=array([-0.03589618,  0.15354913]), action=4, next_state=array([-0.01336855,  0.0366488 ]), reward=-0.036648798262161664)
Transition(state=array([-0.01336855,  0.0366488 ]), action=1, next_state=array([0.04264825, 0.16713992]), reward=-0.1671399218711346)
Transition(state=array([0.04264825, 0.16713992]), action=4, next_state=array([-0.0100279 ,  0.08107516]), reward=-0.08107516455659577)
Transition(state=array([-0.0100279 ,  0.08107516]), action=1, next_state=array([ 0.08858769, -0.0584348 ]), reward=-0.08858768531288214)
Transition(state=array([ 0.08858769, -0.0584348 ]), action=0, next_state=array([-0.08965725, -0.18920638]), reward=-0.18920638253680555)
Transition(state=array([-0.08965725, -0.18920638]), action=1, next_state=array([-0.08140529, -0.14712668]), reward=-0.14712668179013227)
Transition(state=array([-0.08140529, -0.14712668]), action=1, next_state=array([ 0.06123117, -0.14537951]), reward=-0.14537950851885537)
Transition(state=array([ 0.06123117, -0.14537951]), action=3, next_state=array([0.21499438, 0.00336531]), reward=-0.21499437521204065)
Transition(state=array([0.21499438, 0.00336531]), action=2, next_state=array([ 0.27389802, -0.11659018]), reward=-0.27389801709875794)
Transition(state=array([ 0.27389802, -0.11659018]), action=2, next_state=array([-0.02141945,  0.01568097]), reward=-0.021419453930592053)
Transition(state=array([-0.02141945,  0.01568097]), action=1, next_state=array([ 0.11290007, -0.11555602]), reward=-0.11555601557780854)
Transition(state=array([ 0.11290007, -0.11555602]), action=3, next_state=array([ 0.01810823, -0.00634386]), reward=-0.01810822821454118)
Transition(state=array([ 0.01810823, -0.00634386]), action=1, next_state=array([0.07371395, 0.03235896]), reward=-0.07371394805335098)
Transition(state=array([0.07371395, 0.03235896]), action=0, next_state=array([0.24838535, 0.18311431]), reward=-0.24838535077543367)
Transition(state=array([0.24838535, 0.18311431]), action=2, next_state=array([0.32854669, 0.08981282]), reward=-0.3285466886830779)
Transition(state=array([0.32854669, 0.08981282]), action=2, next_state=array([0.22182644, 0.0977022 ]), reward=-0.22182643746346245)
Transition(state=array([0.22182644, 0.0977022 ]), action=2, next_state=array([0.00427187, 0.11938974]), reward=-0.11938973883506787)
Transition(state=array([0.00427187, 0.11938974]), action=4, next_state=array([-0.05472447,  0.1032709 ]), reward=-0.10327089682198112)
Transition(state=array([-0.05472447,  0.1032709 ]), action=1, next_state=array([0.14806523, 0.24863192]), reward=-0.24863191734397508)
Transition(state=array([0.14806523, 0.24863192]), action=4, next_state=array([0.01121133, 0.22008158]), reward=-0.22008158189133423)
Transition(state=array([0.01121133, 0.22008158]), action=4, next_state=array([0.18677457, 0.11802787]), reward=-0.1867745682046138)
Transition(state=array([0.18677457, 0.11802787]), action=2, next_state=array([0.10354511, 0.0531291 ]), reward=-0.10354511429352944)
Transition(state=array([0.10354511, 0.0531291 ]), action=0, next_state=array([-0.03944621,  0.23414723]), reward=-0.2341472277256979)
Transition(state=array([-0.03944621,  0.23414723]), action=4, next_state=array([ 0.07857088, -0.01797572]), reward=-0.0785708805040756)
Transition(state=array([ 0.07857088, -0.01797572]), action=0, next_state=array([ 0.24444164, -0.06279087]), reward=-0.24444164094170143)
Transition(state=array([ 0.24444164, -0.06279087]), action=2, next_state=array([ 0.2597093 , -0.23649424]), reward=-0.25970930498417344)
Transition(state=array([ 0.2597093 , -0.23649424]), action=2, next_state=array([ 0.21038334, -0.15619997]), reward=-0.21038334010337265)
Transition(state=array([ 0.21038334, -0.15619997]), action=2, next_state=array([ 0.08744586, -0.28669431]), reward=-0.286694305349527)
Transition(state=array([ 0.08744586, -0.28669431]), action=3, next_state=array([ 0.12041521, -0.36730649]), reward=-0.36730649260360526)
Transition(state=array([ 0.12041521, -0.36730649]), action=3, next_state=array([ 0.15363546, -0.22795644]), reward=-0.2279564443651019)
Transition(state=array([ 0.15363546, -0.22795644]), action=3, next_state=array([ 0.22440674, -0.2693383 ]), reward=-0.2693383045890976)
Transition(state=array([ 0.22440674, -0.2693383 ]), action=3, next_state=array([ 0.3869264 , -0.25970537]), reward=-0.3869264019757494)
Transition(state=array([ 0.3869264 , -0.25970537]), action=2, next_state=array([ 0.19586008, -0.15509968]), reward=-0.19586008477328085)
